date,xrf,sample,ni,fe,alu,mag,chrom,man
9/1/22,2,S3,1.03,53.111,3.346,0.831,3.954,1.411
9/1/22,4,S12,1.407,13.975,1.104,28,1.206,0.333
9/1/22,2,S1,0.646,48.31,9.771,1.063,4.169,0.793
9/1/22,4,S1,0.631,48.648,8.327,1.651,3.761,0.951
9/1/22,3,S2,0.643,51.189,6.503,0.849,4.659,0.955
9/1/22,3,S11,0.989,8.271,1.547,24.127,0.734,0.165
9/1/22,2,S12,1.365,13.651,1.497,27.934,1.012,0.313
9/2/22,3,S2,0.64,51.069,6.632,0.885,4.599,0.961
9/2/22,4,S11,0.982,8.921,1.109,26.39,0.654,0.187
9/2/22,2,S12,1.379,13.667,1.526,28.634,1.018,0.312
9/2/22,4,S1,0.633,48.225,8.37,1.667,3.798,0.88
9/2/22,2,S3,1.034,52.885,3.438,0.81,3.963,1.42
9/2/22,3,S1,0.63,48.36,9.88,0.995,5.039,0.807
9/2/22,2,S11,0.974,8.069,1.729,24.907,0.532,0.159
9/2/22,3,S11,0.989,8.285,1.606,24.055,0.714,0.165
9/2/22,3,S12,1.394,13.985,1.3,28.41,1.183,0.322
9/2/22,3,S3,0.976,52.914,3.471,0.863,3.008,1.372
9/2/22,4,S2,0.649,51.846,6.64,1.207,3.728,1.1
9/2/22,4,S3,0.985,54.322,3.983,0.811,3.652,1.455
9/3/22,4,S3,0.989,54.45,4.109,0.885,3.614,1.458
9/3/22,4,S1,0.632,48.704,8.26,1.698,3.744,0.96
9/3/22,3,S12,1.392,13.905,1.32,28.2,1.176,0.32
9/3/22,4,S2,0.649,51.984,6.623,1.237,3.774,1.097
9/3/22,3,S11,0.99,8.256,1.651,23.355,0.687,0.168
9/3/22,3,S3,0.974,52.826,3.484,0.815,3.078,1.37
9/3/22,3,S2,0.639,51.078,6.724,0.85,4.652,0.959
9/3/22,3,S1,0.63,48.263,9.803,1.049,5.043,0.809
9/4/22,4,S2,0.644,51.913,6.641,1.195,3.756,1.061
9/4/22,3,S12,1.392,13.92,1.322,29.17,1.206,0.318
9/4/22,3,S3,0.979,52.859,3.543,0.809,3.042,1.373
9/4/22,4,S3,0.997,53.73,4.206,0.857,3.62,1.544
9/4/22,3,S1,0.63,48.372,9.819,1,5.022,0.809
9/4/22,3,S11,0.985,8.253,1.606,24.555,0.735,0.166
9/4/22,4,S11,0.982,8.177,1.083,26.533,0.692,0.149
9/4/22,4,S12,1.363,13.649,1.162,27.489,1.217,0.264
9/4/22,3,S2,0.644,51.33,6.788,0.802,4.754,0.955
9/4/22,4,S1,0.628,48.575,8.277,1.674,3.76,0.87
9/5/22,4,S2,0.653,51.956,6.567,1.209,3.804,0.959
9/5/22,3,S1,0.63,48.221,9.737,1.047,5.003,0.807
9/5/22,3,S11,0.999,8.315,1.536,24.985,0.673,0.17
9/5/22,4,S11,1.004,8.823,1.101,27.34,0.68,0.188
9/5/22,4,S12,1.347,13.817,1.153,26.64,1.169,0.286
9/5/22,3,S3,0.979,52.958,3.489,0.7,3.129,1.374
9/5/22,3,S2,0.643,51.181,6.742,0.837,4.739,0.953
9/5/22,4,S3,0.986,54.491,4.103,0.963,3.56,1.466
9/5/22,4,S1,0.634,48.84,8.27,1.66,3.786,0.768
9/5/22,3,S12,1.366,13.998,1.306,28.645,1.193,0.319
9/6/22,4,S3,1.001,53.208,4,0.777,3.715,1.625
9/6/22,4,S12,1.374,13.365,1.128,27.745,1.243,0.246
9/6/22,2,S3,1.037,53.229,3.457,0.822,3.964,1.417
9/6/22,3,S3,0.97,52.87,3.48,0.717,3.147,1.38
9/6/22,3,S1,0.633,48.302,9.78,1.043,5.026,0.809
9/6/22,2,S2,0.671,51.566,6.826,0.797,4.263,0.957
9/6/22,2,S12,1.374,13.648,1.515,28.55,1.01,0.311
9/6/22,3,S2,0.644,51.279,6.748,0.793,4.737,0.953
9/6/22,4,S1,0.63,48.252,7.932,1.727,3.842,0.599
9/6/22,2,S1,0.648,48.423,9.968,1.044,4.17,0.803
9/6/22,4,S2,0.647,51.726,6.44,1.25,3.823,0.955
9/6/22,4,S11,0.967,7.801,0.994,25.957,0.705,0.14
9/6/22,2,S11,0.974,8.068,1.731,24.744,0.533,0.159
9/7/22,2,S11,0.987,8.106,1.698,25.548,0.527,0.16
9/7/22,4,S3,1.002,53.243,4.017,0.773,3.715,1.646
9/7/22,3,S1,0.626,48.174,9.67,1.144,4.975,0.808
9/7/22,3,S12,1.386,13.89,1.35,29.165,1.232,0.321
9/7/22,2,S2,0.669,51.48,6.778,0.8,4.239,0.95
9/7/22,4,S2,0.652,51.558,6.477,1.267,3.841,0.948
9/7/22,3,S11,0.996,8.281,1.593,24.71,0.709,0.168
9/7/22,3,S3,0.976,52.727,3.553,0.811,3.025,1.376
9/7/22,2,S1,0.654,48.59,10.034,1.072,4.194,0.801
9/7/22,4,S12,1.379,13.35,1.092,26.978,1.216,0.253
9/7/22,3,S2,0.645,51.177,6.817,0.893,4.707,0.964
9/7/22,2,S12,1.373,13.611,1.526,28.413,1.001,0.31
9/7/22,2,S3,1.033,53.111,3.486,0.868,3.973,1.408
9/7/22,4,S1,0.627,48.272,7.99,1.797,3.912,0.452
9/7/22,4,S11,0.975,7.844,0.973,26.654,0.708,0.137
9/8/22,4,S11,0.954,7.719,1.031,24.56,0.722,0.133
9/8/22,3,S2,0.646,51.263,6.81,0.861,4.736,0.959
9/8/22,4,S2,0.653,51.71,6.493,1.251,3.842,0.947
9/8/22,2,S2,0.669,51.762,6.665,0.849,4.249,0.961
9/8/22,4,S1,0.63,48.52,8.034,1.69,3.845,0.592
9/8/22,2,S12,1.371,13.694,1.529,28.712,1.015,0.311
9/8/22,3,S12,1.373,13.93,1.328,28.485,1.162,0.321
9/8/22,2,S3,1.032,53.472,3.451,0.917,3.989,1.422
9/8/22,2,S11,0.98,8.157,1.723,25.201,0.537,0.162
9/8/22,4,S12,1.349,13.32,1.103,26.857,1.23,0.252
9/8/22,3,S1,0.631,48.285,9.773,1.103,5.023,0.809
9/8/22,3,S11,0.988,8.24,1.652,24.208,0.711,0.165
9/8/22,2,S1,0.638,48.885,10.861,0.855,4.217,0.804
9/8/22,4,S3,0.999,53.246,4.062,0.959,3.637,1.616
9/8/22,3,S3,0.975,52.916,3.525,0.88,3.074,1.367
9/9/22,3,S1,0.631,48.443,10.406,0.926,5.042,0.814
9/9/22,4,S12,1.375,13.382,1.134,27.342,1.234,0.248
9/9/22,3,S12,1.388,13.917,1.417,29.11,1.144,0.319
9/9/22,4,S11,0.967,7.781,0.996,26.09,0.709,0.138
9/9/22,2,S3,1.037,53.495,3.443,0.846,3.998,1.424
9/9/22,2,S11,0.978,8.124,1.76,24.663,0.537,0.159
9/9/22,4,S3,1,53.16,4.039,0.993,3.639,1.613
9/9/22,3,S2,0.64,51.126,6.698,0.875,4.616,0.96
9/9/22,2,S12,1.374,13.687,1.553,28.548,1.018,0.312
9/9/22,2,S1,0.648,48.921,10.299,0.927,4.213,0.81
9/9/22,4,S2,0.648,51.589,6.451,1.231,3.794,0.952
9/9/22,3,S3,0.978,53.092,3.566,0.906,2.985,1.379
9/9/22,4,S1,0.629,48.4,8.257,1.624,3.826,0.624
9/9/22,2,S2,0.671,51.799,6.829,0.816,4.32,0.954
9/10/22,3,S1,0.631,48.417,10.044,1.003,5.057,0.81
9/10/22,2,S11,0.981,8.096,1.766,24.576,0.534,0.159
9/10/22,3,S3,0.971,52.857,3.541,0.876,3.06,1.367
9/10/22,4,S3,0.997,53.165,4.03,0.98,3.669,1.614
9/10/22,4,S1,0.632,48.534,8.339,1.649,3.807,0.696
9/10/22,3,S11,1.001,8.304,1.556,24.812,0.693,0.169
9/10/22,2,S2,0.675,51.777,6.724,0.819,4.291,0.953
9/10/22,3,S12,1.397,13.898,1.364,29.112,1.191,0.319
9/10/22,2,S3,1.038,53.399,3.429,0.866,3.989,1.427
9/10/22,3,S2,0.643,51.181,6.746,0.872,4.661,0.959
9/10/22,4,S2,0.653,51.647,6.516,1.213,3.819,0.953
9/10/22,2,S12,1.377,13.626,1.547,28.503,1.014,0.31
9/10/22,2,S1,0.65,48.539,10.124,0.98,4.192,0.801
9/11/22,4,S3,1.001,53.175,4.019,0.857,3.723,1.626
9/11/22,2,S3,1.031,53.627,3.419,0.91,3.983,1.431
9/11/22,2,S12,1.362,13.62,1.555,28.63,0.999,0.306
9/11/22,3,S11,1,8.376,1.522,24.06,0.695,0.167
9/11/22,3,S1,0.627,48.217,9.463,1.121,4.974,0.804
9/11/22,4,S1,0.63,48.409,8.033,1.712,3.851,0.607
9/11/22,4,S12,1.37,13.302,1.112,26.928,1.285,0.238
9/11/22,4,S2,0.647,51.703,6.495,1.216,3.83,0.95
9/11/22,3,S12,1.393,13.914,1.322,28.818,1.203,0.32
9/11/22,2,S2,0.672,51.71,6.672,0.832,4.286,0.96
9/11/22,4,S11,0.975,7.872,0.996,26.498,0.704,0.138
9/11/22,2,S11,0.975,8.17,1.713,24.94,0.534,0.161
9/11/22,2,S1,0.646,48.235,10.215,1.03,4.166,0.797
9/11/22,3,S2,0.642,51.277,6.746,0.863,4.698,0.961
9/11/22,3,S3,0.972,52.732,3.553,0.913,3.145,1.367
9/12/22,4,S1,0.629,48.238,7.882,1.786,3.878,0.494
9/12/22,3,S2,0.647,51.38,6.712,0.874,4.682,0.961
9/12/22,2,S12,1.381,13.674,1.543,28.696,1.008,0.311
9/12/22,3,S1,0.631,48.43,9.604,1.113,5.015,0.81
9/12/22,4,S3,0.997,53.162,4.034,0.949,3.668,1.602
9/12/22,2,S11,0.98,8.169,1.743,25.1,0.536,0.16
9/12/22,3,S3,0.964,52.65,3.443,0.715,4.728,1.128
9/12/22,2,S3,1.028,53.365,3.42,0.897,3.979,1.423
9/12/22,3,S12,1.391,13.98,1.42,28.365,1.208,0.322
9/12/22,3,S11,1,8.328,1.64,25.123,0.706,0.166
9/12/22,4,S12,1.361,13.325,1.113,26.83,1.261,0.241
9/12/22,2,S2,0.67,51.717,6.799,0.848,4.28,0.956
9/12/22,2,S1,0.642,48.48,10.19,1.035,4.17,0.806
9/12/22,4,S11,0.959,7.769,1.02,25.416,0.725,0.133
9/12/22,4,S2,0.65,51.549,6.471,1.25,3.827,0.949
9/13/22,4,S1,0.632,48.263,8.017,1.726,3.84,0.659
9/13/22,3,S3,0.984,53.006,3.531,0.87,3.096,1.368
9/13/22,4,S12,1.368,13.292,1.118,27.115,1.246,0.241
9/13/22,4,S11,0.957,7.754,0.996,25.14,0.73,0.133
9/13/22,3,S1,0.629,48.364,9.996,1.045,5.033,0.806
9/13/22,4,S3,1.001,53.111,3.97,0.912,3.652,1.632
9/13/22,3,S2,0.645,51.362,6.735,0.856,4.751,0.955
9/13/22,2,S11,0.979,8.172,1.729,25.192,0.532,0.162
9/13/22,4,S2,0.649,51.72,6.431,1.216,3.847,0.947
9/13/22,2,S12,1.384,13.698,1.53,28.66,1.016,0.314
9/13/22,3,S11,0.988,8.298,1.641,24.285,0.735,0.168
9/13/22,3,S12,1.386,13.955,1.368,28.765,1.232,0.317
9/13/22,2,S1,0.648,48.695,9.604,1.13,4.189,0.807
9/13/22,2,S3,1.028,53.575,3.463,0.835,4.027,1.429
9/13/22,2,S2,0.668,51.585,6.686,0.875,4.209,0.967
9/14/22,2,S3,1.03,53.498,3.465,0.871,4.004,1.426
9/14/22,3,S12,1.382,13.966,1.356,28.476,1.206,0.32
9/14/22,4,S12,1.362,13.39,1.1,26.98,1.232,0.246
9/14/22,4,S11,0.953,7.77,0.987,24.86,0.741,0.131
9/14/22,4,S2,0.652,51.594,6.448,1.244,3.857,0.947
9/14/22,3,S3,0.984,52.906,3.568,0.867,3.146,1.362
9/14/22,2,S12,1.38,13.733,1.529,28.853,1.018,0.313
9/14/22,2,S1,0.647,48.812,9.924,1.073,4.205,0.802
9/14/22,3,S11,0.989,8.278,1.623,24.075,0.718,0.165
9/14/22,3,S2,0.644,51.391,6.767,0.856,4.688,0.963
9/14/22,4,S1,0.631,48.409,8.161,1.674,3.855,0.598
9/14/22,3,S1,0.633,48.53,10.085,0.967,5.036,0.812
9/14/22,2,S2,0.671,52.035,6.788,0.874,4.311,0.964
9/14/22,4,S3,0.999,53.275,4.078,0.971,3.592,1.626
9/14/22,2,S11,0.978,8.146,1.73,24.931,0.534,0.161
9/15/22,4,S1,0.622,48.417,8.034,1.601,3.833,0.615
9/15/22,4,S12,1.367,13.303,1.102,26.693,1.248,0.244
9/15/22,2,S3,1.025,53.49,3.49,0.926,3.954,1.422
9/15/22,2,S1,0.648,48.78,9.718,1.113,4.217,0.808
9/15/22,3,S2,0.646,51.402,6.761,0.88,4.687,0.961
9/15/22,3,S1,0.633,48.509,10.084,1.005,5.038,0.808
9/15/22,2,S12,1.373,13.715,1.523,28.712,1.02,0.313
9/15/22,3,S12,1.385,13.885,1.374,29.14,1.232,0.319
9/15/22,4,S2,0.642,51.553,6.398,1.316,3.833,0.941
9/15/22,2,S11,0.979,8.161,1.726,25.052,0.535,0.161
9/15/22,4,S11,0.958,7.761,0.977,25.433,0.728,0.133
9/15/22,3,S3,0.989,53.061,3.517,0.866,3.068,1.378
9/15/22,2,S2,0.669,51.824,6.796,0.847,4.278,0.959
9/15/22,3,S11,0.988,8.267,1.652,24.363,0.752,0.162
9/16/22,2,S2,0.673,51.428,6.856,0.851,4.21,0.967
9/16/22,2,S12,1.383,13.682,1.518,28.608,1.009,0.313
9/16/22,2,S1,0.646,48.744,10.284,0.908,4.202,0.804
9/16/22,3,S2,0.645,51.47,6.731,0.83,4.703,0.958
9/16/22,4,S2,0.64,51.695,6.425,1.184,3.8,0.93
9/16/22,3,S12,1.373,14.034,1.323,28.8,1.216,0.32
9/16/22,3,S11,1.005,8.355,1.56,25.092,0.684,0.169
9/16/22,2,S3,1.034,53.339,3.441,0.869,3.986,1.422
9/16/22,2,S11,0.982,8.134,1.738,24.733,0.533,0.161
9/16/22,4,S1,0.635,48.591,8.434,1.628,3.783,0.757
9/16/22,3,S3,0.981,53.445,3.564,0.864,2.995,1.393
9/16/22,4,S3,1.003,53.222,4.163,0.904,3.714,1.643
9/16/22,3,S1,0.639,48.516,9.999,0.995,5.037,0.811
9/17/22,2,S1,0.647,48.709,10.367,0.992,4.206,0.804
9/17/22,2,S2,0.675,51.844,6.904,0.908,4.337,0.957
9/17/22,3,S12,1.393,13.956,1.368,28.981,1.243,0.319
9/17/22,2,S12,1.383,13.728,1.518,28.805,1.011,0.315
9/17/22,4,S12,1.36,13.37,1.111,27.198,1.247,0.243
9/17/22,4,S2,0.65,51.556,6.445,1.243,3.803,0.947
9/17/22,4,S11,0.971,7.808,1.007,25.818,0.713,0.139
9/17/22,2,S3,1.033,53.561,3.469,0.906,3.966,1.429
9/17/22,4,S3,0.999,53.23,4.104,0.957,3.697,1.622
9/17/22,3,S2,0.643,51.262,6.692,0.936,4.605,0.961
9/17/22,3,S3,0.976,53.022,3.51,0.758,3.125,1.377
9/17/22,4,S1,0.628,48.305,7.861,1.739,3.877,0.519
9/17/22,2,S11,0.976,8.134,1.74,24.886,0.532,0.161
9/17/22,3,S11,1.005,8.4,1.569,24.94,0.698,0.167
9/17/22,3,S1,0.632,48.482,9.662,1.113,4.996,0.808
9/18/22,2,S3,1.028,53.402,3.461,0.944,3.949,1.421
9/18/22,3,S2,0.643,51.494,6.734,0.902,4.702,0.956
9/18/22,3,S3,0.987,53.145,3.59,0.947,3.111,1.365
9/18/22,4,S11,0.972,7.822,1.022,25.587,0.716,0.14
9/18/22,2,S12,1.371,13.65,1.498,28.955,1.009,0.314
9/18/22,2,S2,0.67,51.727,6.736,0.916,4.235,0.961
9/18/22,3,S1,0.637,48.601,10.064,1.085,5.042,0.812
9/18/22,4,S1,0.633,48.455,7.958,1.735,3.861,0.627
9/18/22,3,S12,1.391,13.992,1.356,28.535,1.184,0.322
9/18/22,2,S1,0.642,48.57,9.586,1.209,4.177,0.795
9/18/22,4,S12,1.37,13.367,1.126,27.712,1.255,0.245
9/18/22,2,S11,0.983,8.166,1.742,24.695,0.533,0.161
9/18/22,3,S11,0.995,8.311,1.589,24.341,0.709,0.167
9/18/22,4,S3,1.003,53.26,4.059,0.917,3.707,1.606
9/18/22,4,S2,0.648,51.692,6.408,1.26,3.818,0.945
9/19/22,4,S1,0.636,48.562,8.173,1.68,3.824,0.643
9/19/22,2,S2,0.66,51.728,6.742,0.931,4.218,0.967
9/19/22,4,S2,0.646,51.607,6.463,1.258,3.812,0.942
9/19/22,3,S12,1.384,13.924,1.399,29.086,1.171,0.32
9/19/22,2,S12,1.374,13.723,1.53,28.839,1.015,0.313
9/19/22,4,S3,1.001,53.244,4.029,1.017,3.66,1.597
9/19/22,2,S1,0.636,48.703,9.657,1.184,4.185,0.802
9/19/22,3,S11,0.992,8.269,1.655,24.422,0.728,0.164
9/19/22,2,S3,1.024,53.578,3.443,0.939,3.982,1.43
9/19/22,3,S2,0.643,51.128,6.776,0.909,4.647,0.957
9/19/22,3,S1,0.624,48.297,10.295,1.017,5.006,0.811
9/19/22,2,S11,0.978,8.182,1.751,24.76,0.534,0.162
9/20/22,2,S2,0.65,51.97,6.811,0.911,4.174,0.979
9/20/22,2,S11,0.968,8.261,1.733,25.13,0.542,0.163
9/20/22,2,S1,0.627,48.477,9.792,1.132,4.163,0.798
9/20/22,4,S1,0.633,48.349,8.055,1.8,3.872,0.595
9/20/22,3,S3,0.979,52.753,3.619,0.952,3.138,1.372
9/20/22,4,S12,1.368,13.342,1.124,27.549,1.24,0.246
9/20/22,3,S2,0.642,51.231,6.799,0.915,4.752,0.958
9/20/22,2,S12,1.364,13.92,1.54,28.595,1.034,0.313
9/20/22,4,S11,0.96,7.79,1.001,25.41,0.721,0.134
9/20/22,4,S2,0.651,51.754,6.496,1.287,3.852,0.946
9/20/22,3,S12,1.364,13.916,1.394,28.54,1.204,0.319
9/20/22,3,S1,0.63,48.33,9.981,1.137,5.016,0.809
9/20/22,2,S3,1.008,53.777,3.43,0.948,4.005,1.434
9/20/22,4,S3,1.005,53.074,4.04,1.074,3.671,1.604
9/20/22,3,S11,1.003,8.347,1.592,24.543,0.69,0.167
9/21/22,4,S11,0.966,7.808,1.018,25.893,0.722,0.134
9/21/22,4,S1,0.63,48.35,8.135,1.767,3.832,0.629
9/21/22,3,S1,0.632,48.307,9.894,1.208,5.049,0.81
9/21/22,2,S1,0.631,48.926,10.066,1.144,4.218,0.806
9/21/22,3,S11,0.998,8.31,1.642,24.656,0.701,0.168
9/21/22,4,S2,0.647,51.736,6.447,1.427,3.831,0.949
9/21/22,2,S11,0.966,8.29,1.767,25.295,0.544,0.164
9/21/22,3,S2,0.645,51.296,6.689,0.972,4.708,0.959
9/21/22,2,S3,1.007,54.077,3.462,0.971,4.032,1.436
9/21/22,3,S12,1.375,13.894,1.439,28.75,1.25,0.317
9/21/22,4,S3,1,53.207,4.08,1.061,3.633,1.612
9/21/22,2,S12,1.366,13.888,1.549,29.179,1.024,0.317
9/21/22,2,S2,0.65,52.198,6.787,0.968,4.288,0.98
9/21/22,4,S12,1.361,13.349,1.117,27.38,1.301,0.232
9/22/22,3,S2,0.642,51.184,6.772,0.997,4.695,0.959
9/22/22,2,S3,1.006,53.97,3.453,0.986,4.016,1.446
9/22/22,3,S1,0.632,48.311,10.153,1.188,5.037,0.81
9/22/22,4,S3,0.997,53.168,4.045,0.947,3.682,1.599
9/22/22,3,S11,0.995,8.273,1.678,24.661,0.706,0.164
9/22/22,4,S2,0.652,51.485,6.448,1.267,3.745,0.957
9/22/22,2,S2,0.645,51.99,6.758,0.932,4.229,0.97
9/22/22,4,S11,0.97,8.129,1.018,25.542,0.724,0.133
9/22/22,2,S12,1.368,13.9,1.558,29.09,1.039,0.315
9/22/22,2,S11,0.967,8.254,1.8,25.08,0.536,0.163
9/22/22,3,S12,1.384,13.877,1.44,28.575,1.183,0.319
9/22/22,4,S1,0.628,48.517,8.355,1.777,3.892,0.492
9/22/22,4,S12,1.37,13.43,1.162,26.916,1.254,0.239
9/22/22,2,S1,0.622,48.975,9.702,1.297,4.205,0.808
9/22/22,3,S3,0.973,52.747,3.536,1.02,3.071,1.373
9/23/22,2,S1,0.623,48.779,10.287,1.109,4.178,0.807
9/23/22,2,S11,0.968,8.294,1.764,25.312,0.545,0.163
9/23/22,2,S12,1.36,13.956,1.572,29.024,1.022,0.317
9/23/22,3,S2,0.642,51.09,6.681,0.982,4.611,0.958
9/23/22,2,S3,1.005,54.05,3.482,1.014,4.035,1.441
9/23/22,3,S12,1.393,13.954,1.335,28.938,1.198,0.32
9/23/22,3,S1,0.629,48.231,9.688,1.208,4.981,0.808
9/23/22,4,S3,1.003,53.35,4.149,1.198,3.645,1.636
9/23/22,4,S12,1.362,13.51,1.192,26.4,1.177,0.256
9/23/22,2,S2,0.65,52.368,6.869,0.967,4.328,0.962
9/23/22,4,S2,0.649,51.708,6.526,1.372,3.764,0.942
9/23/22,4,S1,0.629,48.37,7.924,1.864,3.798,0.635
9/23/22,3,S3,0.978,52.914,3.506,1.011,3.065,1.365
9/23/22,4,S11,0.958,7.784,0.999,25.405,0.724,0.131
9/23/22,3,S11,0.99,8.294,1.633,24.122,0.704,0.167
9/24/22,3,S11,0.992,8.234,1.671,24.296,0.7,0.165
9/24/22,2,S2,0.652,51.65,6.739,0.969,4.217,0.954
9/24/22,4,S3,1.002,53.458,4.129,1.126,3.617,1.585
9/24/22,2,S1,0.625,48.45,10.058,1.26,4.146,0.802
9/24/22,4,S1,0.631,48.586,8.19,1.811,3.74,0.689
9/24/22,3,S3,0.976,52.82,3.456,1.051,3.072,1.373
9/24/22,3,S12,1.39,13.712,1.315,28.694,1.096,0.311
9/24/22,2,S3,1.009,53.84,3.433,0.986,3.996,1.428
9/24/22,4,S2,0.648,51.92,6.546,1.355,3.792,0.928
9/24/22,3,S1,0.629,48.209,9.645,1.27,4.989,0.811
9/24/22,4,S11,0.974,7.884,1.066,26.084,0.703,0.135
9/24/22,2,S11,0.962,8.265,1.735,25.16,0.548,0.16
9/24/22,2,S12,1.358,13.823,1.631,28.763,1.015,0.317
9/24/22,3,S2,0.645,51.254,6.683,1.011,4.7,0.953
9/24/22,4,S12,1.372,13.465,1.158,27.395,1.264,0.228
9/25/22,2,S11,0.962,8.258,1.779,25.107,0.548,0.164
9/25/22,2,S1,0.616,48.922,9.953,1.299,4.192,0.806
9/25/22,4,S11,0.972,7.879,1.048,26.217,0.703,0.135
9/25/22,2,S12,1.356,13.917,1.569,29.287,1.033,0.317
9/25/22,3,S12,1.366,13.848,1.428,29.181,1.251,0.316
9/25/22,2,S2,0.652,52.333,6.855,1.06,4.283,0.981
9/25/22,4,S12,1.379,13.518,1.196,27.364,1.221,0.241
9/25/22,3,S2,0.646,51.663,7.154,1.074,4.89,0.961
9/25/22,2,S3,1.01,54.303,3.468,0.997,4.058,1.445
9/25/22,3,S11,0.998,8.277,1.68,24.748,0.72,0.165
9/26/22,2,S1,0.647,48.63,10.105,1.207,4.192,0.809
9/26/22,3,S1,0.639,48.145,9.722,1.231,5.009,0.808
9/26/22,2,S12,1.358,13.665,1.589,29.355,1.027,0.312
9/26/22,3,S11,1.004,8.283,1.622,24.515,0.682,0.169
9/26/22,2,S2,0.665,52.095,6.892,1.076,4.342,0.972
9/26/22,3,S12,1.355,13.92,1.392,29.11,1.255,0.318
9/26/22,4,S2,0.652,51.558,6.473,1.377,3.81,0.955
9/26/22,4,S1,0.631,48.293,7.913,1.797,3.875,0.611
9/26/22,2,S11,0.981,8.202,1.778,25.52,0.535,0.165
9/26/22,3,S2,0.649,51.114,6.822,1.047,4.651,0.96
9/26/22,2,S3,1.032,53.22,3.498,1.07,4.036,1.416
9/27/22,4,S2,0.652,51.71,6.501,1.34,3.851,0.963
9/27/22,4,S1,0.63,48.315,7.941,1.802,3.864,0.644
9/27/22,3,S3,0.985,52.882,3.441,0.943,3.079,1.38
9/27/22,4,S11,0.963,7.747,1.01,25.018,0.716,0.134
9/27/22,2,S3,1.031,53.082,3.544,1.097,3.895,1.425
9/27/22,2,S11,0.978,8.127,1.73,24.002,0.527,0.16
9/27/22,2,S12,1.38,13.566,1.584,28.77,1.019,0.309
9/27/22,3,S12,1.376,13.88,1.406,28.866,1.245,0.318
9/27/22,3,S1,0.639,48.243,9.762,1.191,4.992,0.808
9/27/22,3,S2,0.647,51.174,6.74,1.024,4.684,0.956
9/27/22,4,S12,1.366,13.352,1.139,26.024,1.264,0.239
9/27/22,2,S1,0.651,48.436,10.172,1.222,4.186,0.805
9/27/22,2,S2,0.667,51.474,6.603,1.01,4.253,0.962
9/27/22,4,S3,1,53.117,4.096,1.058,3.709,1.614
9/27/22,3,S11,0.994,8.27,1.657,24.02,0.726,0.165
9/28/22,3,S2,0.646,51.023,6.672,1.002,4.629,0.958
9/28/22,3,S3,0.99,52.92,3.387,0.972,2.896,1.387
9/28/22,3,S12,1.385,13.903,1.358,28.829,1.21,0.316
9/28/22,3,S1,0.635,48.211,9.719,1.212,5.019,0.807
9/28/22,3,S11,1.001,8.308,1.609,24.316,0.724,0.165
9/29/22,3,S1,0.636,48.199,9.471,1.272,4.955,0.806
9/29/22,3,S3,0.986,52.86,3.546,1.105,3.023,1.375
9/29/22,2,S12,1.367,13.624,1.597,28.38,1,0.31
9/29/22,3,S2,0.646,51.192,6.653,0.987,4.66,0.958
9/29/22,4,S11,0.972,7.841,0.997,26.105,0.71,0.138
9/29/22,2,S2,0.665,51.558,6.796,0.916,4.287,0.962
9/29/22,4,S3,1.006,53.262,3.984,1.019,3.683,1.634
9/29/22,4,S12,1.373,13.383,1.114,27.02,1.28,0.247
9/29/22,3,S12,1.393,13.942,1.373,28.662,1.241,0.321
9/29/22,2,S3,1.016,53.316,3.497,0.979,3.996,1.425
9/29/22,4,S2,0.655,51.545,6.492,1.276,3.852,0.958
9/29/22,2,S11,0.963,8.057,1.773,24.411,0.534,0.159
9/29/22,3,S11,1.007,8.343,1.604,24.208,0.704,0.166
9/29/22,4,S1,0.634,48.33,8.068,1.788,3.879,0.643
9/29/22,2,S1,0.636,48.636,10.206,1.092,4.203,0.803
9/30/22,4,S12,1.348,13.289,1.129,26.991,1.268,0.239
9/30/22,4,S2,0.655,51.859,6.457,1.36,3.898,0.952
9/30/22,3,S1,0.638,48.265,9.701,1.405,4.995,0.809
9/30/22,3,S12,1.395,13.902,1.35,28.632,1.228,0.318
9/30/22,3,S2,0.65,51.344,6.633,1.009,4.77,0.947
9/30/22,4,S3,1.002,53.295,4.098,1.108,3.678,1.604
9/30/22,4,S1,0.632,48.293,7.636,1.75,3.839,0.678
9/30/22,3,S3,0.988,52.811,3.512,0.996,3.088,1.376
9/30/22,3,S11,1.008,8.34,1.598,24.424,0.696,0.167
9/30/22,4,S11,0.967,7.818,1.02,25.534,0.726,0.136
10/1/22,2,S3,1.02,53.212,3.48,1.067,4.02,1.422
10/1/22,3,S2,0.658,51.8,6.868,1.178,4.77,0.965
10/1/22,3,S11,0.993,8.253,1.697,23.739,0.701,0.165
10/1/22,3,S1,0.641,48.522,9.641,1.429,5.056,0.816
10/1/22,2,S11,0.968,8.105,1.752,25.024,0.536,0.158
10/1/22,2,S2,0.66,51.769,6.841,1.108,4.316,0.96
10/1/22,2,S12,1.372,13.59,1.562,28.878,1.019,0.31
10/1/22,3,S12,1.388,13.952,1.493,28.053,1.177,0.319
10/1/22,2,S1,0.645,48.601,10.155,1.266,4.212,0.796
10/1/22,3,S3,0.99,52.823,3.601,0.966,3.089,1.357
10/2/22,3,S1,0.634,48.517,9.689,1.542,5.068,0.81
10/2/22,3,S2,0.65,51.625,6.779,1.022,4.74,0.963
10/2/22,3,S11,0.994,8.299,1.705,24.098,0.703,0.166
