date,xrf,sample,ni,fe,alu,mag,chrom,man
6/16/22,2,S1,0.641,48.551,9.776,1.036,3.883,0.797
6/16/22,4,S2,0.655,52.461,6.817,1.101,3.759,1.087
6/17/22,4,S2,0.651,51.361,6.916,1.182,3.647,1.066
6/17/22,3,S1,0.628,48.203,10.381,0.8,5.013,0.798
6/17/22,2,S2,0.66,51.441,6.613,0.924,3.837,0.95
6/17/22,2,S1,0.637,48.527,9.803,1.008,3.835,0.787
6/17/22,4,S11,1.002,8.49,1.129,26.36,0.651,0.175
6/17/22,3,S2,0.647,51.326,7.001,0.709,4.703,0.958
6/17/22,4,S1,0.62,48.604,8.579,1.624,3.728,0.863
6/18/22,2,S2,0.657,51.463,6.629,0.934,3.796,0.948
6/18/22,4,S2,0.652,52.353,6.788,1.083,3.712,1.085
6/18/22,4,S1,0.627,48.755,8.579,1.583,3.743,0.894
6/18/22,2,S1,0.641,48.602,9.715,1.039,3.859,0.79
6/18/22,3,S1,0.628,48.347,10.258,0.816,5.038,0.802
6/18/22,3,S2,0.642,51.232,6.876,0.709,4.648,0.953
6/19/22,3,S1,0.627,48.406,10.205,0.802,5.02,0.804
6/19/22,2,S1,0.634,48.337,9.687,1.021,3.845,0.787
6/19/22,3,S2,0.644,51.268,6.939,0.7,4.667,0.954
6/19/22,4,S1,0.631,49.143,8.55,1.58,3.735,0.958
6/19/22,2,S2,0.656,51.462,6.546,0.925,3.864,0.952
6/19/22,4,S2,0.651,52.135,6.784,1.124,3.702,1.086
6/20/22,2,S1,0.64,48.567,9.659,1.051,3.86,0.795
6/20/22,3,S1,0.628,48.409,10.113,0.855,5.062,0.805
6/20/22,2,S2,0.659,51.59,6.469,0.921,3.859,0.955
6/20/22,4,S2,0.649,52.053,6.739,1.176,3.663,1.079
6/20/22,3,S2,0.64,51.044,6.975,0.699,4.664,0.955
6/20/22,4,S1,0.626,48.564,8.606,1.537,3.769,0.874
6/21/22,4,S1,0.63,49.284,8.407,1.559,3.734,0.962
6/21/22,3,S1,0.624,48.256,10.101,0.837,5.042,0.802
6/21/22,2,S2,0.662,51.718,6.494,0.923,3.869,0.95
6/21/22,4,S2,0.652,52.417,6.762,1.098,3.736,1.088
6/21/22,3,S2,0.638,51.04,6.909,0.727,4.648,0.948
6/21/22,2,S1,0.638,48.666,9.48,1.026,3.831,0.79
6/21/22,4,S11,0.995,8.89,1.09,27.931,0.697,0.186
6/22/22,2,S2,0.654,51.913,6.661,0.928,3.902,0.947
6/22/22,4,S2,0.653,51.92,6.642,1.105,3.649,1.072
6/22/22,2,S1,0.643,48.77,9.53,1.099,3.866,0.795
6/22/22,4,S11,0.995,8.888,1.078,27.98,0.697,0.185
6/22/22,4,S1,0.632,49.373,8.486,1.568,3.738,0.984
6/22/22,3,S2,0.643,51.282,7.117,0.7,4.779,0.959
6/22/22,3,S1,0.618,48.262,10.234,0.843,5.074,0.803
6/23/22,4,S11,1.008,8.868,1.157,27.95,0.676,0.186
6/23/22,3,S2,0.637,51.03,6.432,0.662,4.606,0.951
6/23/22,3,S1,0.628,48.377,10.03,0.899,5.037,0.806
6/23/22,2,S2,0.663,51.457,6.524,0.91,3.805,0.932
6/23/22,2,S1,0.636,48.48,9.584,1.084,3.806,0.778
6/23/22,4,S2,0.658,51.61,7.098,1.07,3.714,1.075
6/24/22,4,S2,0.653,51.809,6.927,1.155,3.712,1.082
6/24/22,2,S2,0.658,51.39,6.562,0.947,3.868,0.936
6/24/22,4,S11,1.009,8.887,1.147,28.006,0.683,0.187
6/24/22,3,S1,0.626,48.351,10.112,0.881,5.074,0.806
6/24/22,4,S1,0.629,48.728,8.578,1.505,3.796,0.861
6/24/22,2,S1,0.64,48.533,9.519,1.092,3.846,0.791
6/24/22,3,S2,0.641,50.972,6.958,0.744,4.704,0.948
6/25/22,3,S1,0.627,48.335,10.042,0.845,5.068,0.806
6/25/22,2,S2,0.657,51.559,6.602,0.952,3.831,0.951
6/25/22,3,S12,1.392,13.95,1.438,29.26,1.17,0.321
6/25/22,3,S2,0.64,50.957,6.868,0.725,4.625,0.953
6/25/22,2,S1,0.642,48.569,9.681,1.026,3.864,0.794
6/25/22,4,S11,1,8.853,1.135,27.713,0.667,0.189
6/25/22,4,S1,0.632,48.577,8.591,1.623,3.762,0.859
6/25/22,4,S2,0.655,52.577,6.832,1.102,3.752,1.095
6/26/22,2,S1,0.645,48.468,9.416,1.106,3.891,0.804
6/26/22,4,S1,0.628,49.185,8.47,1.82,3.704,0.985
6/26/22,4,S2,0.657,52.438,6.788,1.096,3.731,1.094
6/26/22,3,S1,0.628,48.417,9.913,0.893,5.081,0.805
6/26/22,4,S11,1,8.867,1.128,27.57,0.679,0.188
6/26/22,2,S2,0.657,51.635,6.56,0.956,3.882,0.947
6/26/22,3,S12,1.396,14.04,1.345,29.18,1.146,0.33
6/26/22,3,S2,0.637,51.157,6.945,0.716,4.727,0.956
6/27/22,4,S11,1.002,8.842,1.123,27.32,0.674,0.19
6/27/22,4,S2,0.649,52.24,6.646,1.107,3.681,1.08
6/27/22,3,S1,0.63,48.326,10.038,0.915,5.049,0.813
6/27/22,4,S12,1.397,14.1,1.165,27.96,1.221,0.333
6/27/22,2,S1,0.638,48.522,9.395,1.088,3.883,0.801
6/27/22,2,S2,0.659,51.452,6.546,0.95,3.868,0.947
6/27/22,4,S1,0.628,49.25,8.552,1.862,3.777,1.005
6/27/22,3,S2,0.648,51.171,6.995,0.709,4.741,0.956
6/28/22,2,S1,0.645,48.455,9.388,1.078,3.846,0.786
6/28/22,2,S2,0.658,51.055,6.551,0.948,3.807,0.928
6/28/22,3,S11,1.004,8.267,1.591,24.947,0.704,0.166
6/28/22,3,S12,1.405,14.047,1.456,28.887,1.18,0.324
6/28/22,3,S1,0.637,48.47,9.871,0.863,5.096,0.806
6/28/22,3,S2,0.65,51.145,6.58,0.75,4.574,0.95
6/29/22,3,S1,0.638,48.421,10.076,0.881,5.109,0.807
6/29/22,2,S1,0.643,48.424,9.447,1.096,3.883,0.794
6/29/22,2,S2,0.658,51.272,6.59,0.955,3.878,0.948
6/29/22,4,S11,1.01,8.879,1.115,27.867,0.682,0.186
6/29/22,4,S2,0.653,52.723,6.791,1.028,3.743,1.093
6/29/22,3,S2,0.651,50.937,7.095,0.738,4.626,0.948
6/30/22,3,S1,0.636,48.475,9.879,0.889,5.044,0.811
6/30/22,2,S1,0.647,48.462,9.42,1.088,3.85,0.797
6/30/22,2,S2,0.657,51.22,6.601,0.95,3.773,0.941
6/30/22,4,S2,0.652,52.7,6.78,1.05,3.742,1.089
6/30/22,3,S2,0.649,51.102,6.858,0.68,4.565,0.954
6/30/22,4,S11,1.012,8.884,1.108,27.905,0.683,0.188
7/1/22,3,S1,0.636,48.409,9.973,0.856,5.061,0.808
7/1/22,2,S1,0.647,48.567,9.509,1.075,3.903,0.803
7/1/22,2,S2,0.663,51.514,6.593,0.93,3.866,0.954
7/1/22,3,S2,0.648,51.143,6.818,0.666,4.617,0.955
7/1/22,4,S1,0.623,48.795,8.589,1.562,3.743,0.85
7/1/22,4,S2,0.653,52.35,6.67,1.209,3.682,1.079
7/2/22,2,S2,0.663,51.56,6.568,0.928,3.903,0.951
7/2/22,4,S1,0.633,49.206,8.565,1.531,3.736,0.981
7/2/22,3,S2,0.648,51.327,6.788,0.672,4.625,0.96
7/2/22,3,S1,0.633,48.425,9.863,0.862,5.037,0.805
7/2/22,4,S2,0.655,52.693,6.849,1.109,3.775,1.1
7/2/22,2,S1,0.638,48.581,9.418,1.078,3.876,0.802
7/2/22,4,S11,0.995,8.926,1.11,27.896,0.704,0.187
7/3/22,3,S1,0.637,47.916,9.877,0.871,5.022,0.805
7/3/22,2,S2,0.66,50.95,6.564,0.972,3.827,0.951
7/3/22,4,S3,0.988,53.046,3.971,0.66,3.545,1.434
7/3/22,4,S11,0.995,8.893,1.126,27.187,0.7,0.186
7/3/22,3,S2,0.645,50.67,6.791,0.718,4.579,0.956
7/3/22,2,S1,0.642,48.128,9.455,1.084,3.877,0.798
7/3/22,2,S3,0.985,50.772,3.051,0.836,3.6,1.428
7/3/22,3,S3,0.99,51.093,3.11,0.522,2.991,1.376
7/3/22,4,S1,0.621,48.431,8.407,1.588,3.727,0.881
7/3/22,4,S2,0.653,52.237,6.783,1.067,3.719,1.084
7/4/22,2,S1,0.637,48.614,9.462,1.152,3.885,0.803
7/4/22,3,S1,0.627,48.379,9.964,0.978,5.074,0.811
7/4/22,3,S3,0.982,53.082,3.176,0.529,2.989,1.377
7/4/22,3,S11,0.986,8.177,1.675,25.725,0.748,0.163
7/4/22,4,S3,0.991,52.844,3.985,0.642,3.567,1.434
7/4/22,4,S1,0.625,48.992,8.339,1.584,3.78,0.912
7/4/22,2,S3,0.978,52.235,3.049,0.835,3.598,1.432
7/4/22,2,S2,0.659,51.4,6.544,0.963,3.856,0.948
7/4/22,3,S2,0.644,51.033,6.82,0.789,4.608,0.952
7/5/22,4,S3,0.993,53.96,3.909,0.622,3.567,1.439
7/5/22,2,S2,0.656,51.416,6.243,0.899,3.907,0.956
7/5/22,3,S1,0.624,48.246,10.024,0.821,4.976,0.806
7/5/22,4,S1,0.627,48.98,8.43,1.527,3.695,0.93
7/5/22,2,S1,0.636,48.366,8.519,0.977,3.854,0.793
7/5/22,4,S2,0.645,52.348,6.744,1.054,3.664,1.097
7/5/22,3,S3,0.969,53.06,3.268,0.542,3.012,1.382
7/5/22,3,S2,0.645,51.262,6.823,0.685,4.664,0.961
7/6/22,2,S2,0.656,51.322,6.516,0.968,3.847,0.949
7/6/22,4,S3,0.992,54.45,3.924,0.781,3.557,1.451
7/6/22,3,S1,0.626,48.397,9.902,0.872,5.03,0.807
7/6/22,4,S12,1.405,14.017,1.146,28.239,1.217,0.324
7/6/22,4,S1,0.629,49.354,8.58,1.626,3.737,0.954
7/6/22,3,S3,0.98,53.065,3.2,0.516,2.915,1.377
7/6/22,2,S3,0.978,52.145,3.041,0.828,3.638,1.432
7/6/22,2,S1,0.64,48.584,9.411,1.077,3.874,0.799
7/6/22,3,S2,0.644,51.149,6.788,0.722,4.621,0.954
7/7/22,3,S2,0.646,51.308,6.923,0.736,4.73,0.959
7/7/22,2,S1,0.637,48.458,9.564,1.075,3.855,0.801
7/7/22,4,S3,0.985,54.462,3.916,0.692,3.587,1.438
7/7/22,3,S1,0.623,48.072,10.167,0.819,4.965,0.796
7/7/22,4,S11,1.006,8.867,1.102,27.46,0.676,0.183
7/7/22,4,S1,0.633,49.209,8.51,1.602,3.764,0.935
7/7/22,4,S2,0.656,52.52,6.817,1.143,3.766,1.107
7/7/22,4,S12,1.405,14.01,1.126,27.832,1.221,0.325
7/7/22,2,S3,0.978,52.525,3.056,0.874,3.62,1.441
7/7/22,2,S2,0.659,51.598,6.55,0.962,3.898,0.95
7/8/22,3,S2,0.638,51.29,6.794,0.69,4.642,0.968
7/8/22,2,S1,0.634,48.545,9.478,1.124,3.8,0.788
7/8/22,3,S1,0.622,48.395,10.014,0.889,4.999,0.803
7/8/22,2,S2,0.652,51.445,6.56,0.946,3.833,0.955
7/9/22,3,S1,0.625,48.395,9.95,0.874,5.035,0.807
7/9/22,2,S1,0.636,48.578,9.386,1.103,3.845,0.798
7/9/22,3,S3,0.977,52.948,3.247,0.544,3.039,1.367
7/9/22,3,S2,0.641,51.188,6.686,0.693,4.622,0.953
7/9/22,2,S11,0.996,8.364,1.212,25.825,0.766,0.173
7/9/22,2,S2,0.655,51.623,6.537,0.95,3.874,0.958
7/9/22,4,S2,0.652,52.513,6.692,1.187,3.717,1.083
7/9/22,4,S1,0.633,49.218,8.569,1.659,3.73,0.978
7/9/22,4,S3,0.991,53.438,4.031,0.643,3.528,1.422
7/9/22,2,S3,0.976,52.38,3.114,0.843,3.613,1.437
7/9/22,2,S12,1.367,13.625,1.199,26.155,1.218,0.334
7/10/22,2,S1,0.638,48.601,9.341,1.11,3.874,0.802
7/10/22,4,S2,0.653,52.704,6.741,1.081,3.752,1.094
7/10/22,3,S1,0.624,48.291,9.812,0.886,5.01,0.807
7/10/22,3,S2,0.641,51.08,6.792,0.708,4.578,0.957
7/10/22,4,S11,0.996,8.904,1.178,26.588,0.704,0.187
7/10/22,2,S2,0.647,51.436,6.542,0.958,3.807,0.951
7/11/22,4,S2,0.652,52.498,6.774,1.138,3.732,1.082
7/11/22,2,S3,0.965,52.518,3.116,0.841,3.617,1.442
7/11/22,4,S3,0.987,54.608,3.974,0.712,3.585,1.442
7/11/22,4,S11,1.001,8.896,1.084,27.6,0.683,0.185
7/11/22,2,S2,0.658,51.283,6.475,0.957,3.876,0.948
7/11/22,3,S1,0.625,48.432,9.899,0.903,5.05,0.811
7/11/22,3,S3,0.976,53.072,3.348,0.526,2.971,1.37
7/11/22,4,S12,1.403,14.12,1.148,27.395,1.168,0.333
7/11/22,4,S1,0.628,49.008,8.47,1.674,3.754,0.918
7/11/22,3,S2,0.64,51.115,6.828,0.721,4.673,0.948
7/11/22,2,S1,0.639,48.595,9.429,1.121,3.9,0.805
7/12/22,4,S2,0.652,52.64,6.704,1.108,3.748,1.088
7/12/22,3,S2,0.645,51.15,6.756,0.742,4.668,0.953
7/12/22,3,S3,0.978,53.025,3.36,0.554,2.978,1.382
7/12/22,3,S1,0.626,48.411,9.875,0.906,5.042,0.809
7/12/22,4,S1,0.631,49.216,8.433,1.631,3.733,0.966
7/12/22,2,S3,0.986,52.318,3.072,0.852,3.623,1.439
7/12/22,2,S1,0.643,48.534,9.313,1.106,3.88,0.801
7/12/22,2,S2,0.664,51.402,6.503,0.963,3.873,0.947
7/12/22,4,S3,0.985,54.843,3.97,0.678,3.528,1.444
7/13/22,4,S2,0.65,52.425,6.691,1.192,3.685,1.086
7/13/22,3,S3,0.974,53.05,3.313,0.556,3.056,1.371
7/13/22,3,S1,0.625,48.439,9.889,0.881,5.036,0.808
7/13/22,3,S2,0.64,51.149,6.741,0.717,4.637,0.954
7/13/22,2,S2,0.663,51.45,6.534,0.971,3.852,0.953
7/13/22,2,S11,1.003,8.359,1.25,25.035,0.748,0.171
7/13/22,4,S3,0.989,54.89,3.944,0.719,3.578,1.453
7/13/22,4,S1,0.633,49.112,8.399,1.598,3.744,0.969
7/13/22,2,S1,0.641,48.705,9.351,1.097,3.864,0.8
7/13/22,2,S3,0.98,52.78,3.138,0.844,3.574,1.454
7/14/22,2,S3,0.978,52.644,3.11,0.829,3.638,1.424
7/14/22,2,S2,0.662,51.747,6.527,0.93,3.903,0.955
7/14/22,2,S1,0.643,48.726,9.315,1.069,3.863,0.798
7/14/22,3,S2,0.643,51.367,6.698,0.689,4.705,0.958
7/14/22,4,S1,0.632,49.262,8.415,1.59,3.74,0.982
7/14/22,3,S1,0.629,48.491,9.78,0.871,5.044,0.804
7/14/22,3,S3,0.975,53.166,3.313,0.531,3.04,1.37
7/14/22,4,S3,0.984,54.17,3.96,0.711,3.53,1.43
7/15/22,2,S3,0.983,52.746,3.091,0.835,3.628,1.455
7/15/22,3,S1,0.629,48.414,9.797,0.857,5.032,0.809
7/15/22,4,S3,0.988,53.375,4.033,0.682,3.484,1.413
7/15/22,3,S3,0.981,52.987,3.349,0.537,3.027,1.368
7/15/22,3,S2,0.643,51.17,6.762,0.692,4.667,0.95
7/15/22,4,S1,0.625,49.053,8.362,1.544,3.78,0.857
7/15/22,2,S1,0.647,48.821,9.291,1.081,3.884,0.804
7/15/22,2,S2,0.662,51.687,6.508,0.94,3.867,0.95
7/16/22,3,S1,0.624,48.286,9.854,0.85,5.023,0.803
7/16/22,2,S3,0.975,52.27,3.115,0.863,3.637,1.435
7/16/22,2,S1,0.644,48.368,9.225,1.074,3.893,0.8
7/16/22,4,S3,0.99,55.07,3.993,0.661,3.539,1.44
7/16/22,3,S2,0.638,51.101,6.74,0.697,4.648,0.951
7/16/22,4,S1,0.629,49.02,8.177,1.588,3.901,0.743
7/16/22,4,S11,0.996,8.872,1.134,26.655,0.676,0.186
7/16/22,2,S2,0.666,50.854,6.448,0.936,3.838,0.945
7/16/22,4,S12,1.4,14.11,1.308,26.265,1.208,0.333
7/16/22,3,S3,0.974,52.951,3.349,0.567,3,1.376
7/17/22,2,S2,0.662,50.98,6.48,0.955,3.809,0.942
7/17/22,2,S12,1.39,13.755,1.292,25.46,1.224,0.337
7/17/22,3,S3,0.978,52.97,3.288,0.554,2.975,1.372
7/17/22,4,S3,0.986,54.614,3.991,0.679,3.559,1.442
7/17/22,3,S1,0.63,48.41,9.596,0.83,5.063,0.806
7/17/22,2,S11,1.007,8.314,1.227,25,0.743,0.171
7/17/22,2,S3,0.99,52.19,3.138,0.841,3.632,1.413
7/17/22,3,S2,0.638,51.01,6.699,0.704,4.583,0.951
7/17/22,2,S1,0.645,48.414,9.192,1.078,3.875,0.798
7/17/22,4,S1,0.627,48.89,8.299,1.578,3.783,0.841
7/18/22,3,S1,0.633,48.278,9.665,0.923,5.041,0.812
7/18/22,2,S3,0.98,52.724,3.169,0.932,3.576,1.448
7/18/22,2,S2,0.663,51.698,6.526,0.972,3.868,0.951
7/18/22,3,S2,0.645,51.041,6.654,0.72,4.605,0.952
7/18/22,4,S1,0.629,49.328,8.456,1.604,3.76,0.945
7/18/22,4,S3,0.985,54.786,3.971,0.68,3.587,1.444
7/18/22,2,S1,0.646,48.687,9.239,1.143,3.879,0.801
7/18/22,3,S3,0.993,52.982,3.25,0.52,3.06,1.37
7/19/22,4,S2,0.659,51.861,6.891,1.108,3.744,1.09
7/19/22,3,S2,0.648,51.145,6.802,0.684,4.72,0.954
7/19/22,2,S2,0.661,51.312,6.515,0.971,3.841,0.944
7/19/22,4,S3,0.986,54.832,3.978,0.685,3.592,1.445
7/19/22,2,S1,0.646,48.638,9.248,1.129,3.886,0.798
7/19/22,3,S3,0.988,53.002,3.336,0.568,3.029,1.368
7/19/22,2,S3,0.964,52.94,3.158,0.959,3.601,1.429
7/19/22,4,S1,0.63,49.112,8.338,1.61,3.795,0.889
7/19/22,3,S1,0.634,48.247,9.74,0.874,5.035,0.807
7/20/22,3,S2,0.652,51.054,6.708,0.684,4.715,0.951
7/20/22,4,S1,0.625,48.899,8.32,1.735,3.736,0.89
7/20/22,4,S2,0.653,52.751,6.757,1.158,3.774,1.105
7/20/22,3,S12,1.387,13.955,1.404,29.13,1.159,0.323
7/20/22,3,S11,1.006,8.282,1.626,24.94,0.724,0.164
7/20/22,3,S3,0.985,52.775,3.33,0.58,3.03,1.367
7/20/22,3,S1,0.635,48.254,9.703,0.898,5.059,0.805
7/21/22,2,S3,1.026,53.8,3.23,0.57,3.997,1.427
7/21/22,4,S3,0.986,54.582,3.983,0.651,3.598,1.408
7/21/22,4,S11,0.991,8.856,1.164,26.8,0.695,0.186
7/21/22,3,S1,0.638,48.251,9.72,0.911,5.089,0.806
7/21/22,3,S3,0.988,52.81,3.38,0.595,3.063,1.365
7/21/22,2,S12,1.372,13.79,1.612,27.948,1.011,0.317
7/21/22,2,S11,0.971,8.169,1.773,24.957,0.538,0.163
7/21/22,3,S11,0.989,8.207,1.664,24.38,0.718,0.163
7/21/22,4,S2,0.646,52.59,6.714,1.142,3.743,1.1
7/21/22,4,S1,0.625,48.852,8.337,1.654,3.757,0.865
7/21/22,2,S1,0.632,48.514,10.069,0.844,4.195,0.806
7/21/22,3,S12,1.391,14.07,1.394,27.4,1.165,0.321
7/21/22,3,S2,0.649,51.066,6.809,0.668,4.722,0.95
7/21/22,4,S12,1.389,14.08,1.22,26.82,1.212,0.333
7/21/22,2,S2,0.65,50.994,6.604,0.731,4.152,0.96
7/22/22,4,S3,0.986,54.178,3.991,0.72,3.562,1.444
7/22/22,4,S1,0.633,48.555,8.569,1.563,3.757,0.932
7/22/22,3,S11,0.996,8.234,1.642,24.76,0.746,0.166
7/22/22,4,S12,1.398,13.99,1.16,27.58,1.195,0.325
7/22/22,3,S2,0.65,51.064,6.671,0.728,4.692,0.949
7/22/22,3,S1,0.635,48.274,9.918,0.881,5.043,0.806
7/22/22,3,S12,1.396,13.86,1.513,29.37,1.234,0.316
7/22/22,2,S11,0.969,8.084,1.793,24.4,0.536,0.159
7/22/22,4,S11,0.994,8.934,1.133,26.35,0.7,0.188
7/22/22,2,S1,0.645,48.636,10.146,0.816,4.207,0.808
7/22/22,2,S12,1.353,13.677,1.579,28.093,1.001,0.314
7/22/22,2,S3,1.022,53.771,3.228,0.617,4.016,1.43
7/22/22,3,S3,0.985,52.726,3.384,0.593,3.033,1.369
7/22/22,2,S2,0.665,51.349,6.589,0.727,4.19,0.961
7/22/22,4,S2,0.651,51.757,6.671,1.144,3.731,1.092
7/23/22,2,S3,1.025,53.406,3.299,0.609,3.959,1.437
7/23/22,4,S3,0.986,53.503,4.051,0.744,3.558,1.436
7/23/22,2,S2,0.666,51.88,6.726,0.74,4.273,0.96
7/23/22,4,S1,0.63,48.029,8.62,1.521,3.828,0.828
7/23/22,3,S3,0.982,52.84,3.336,0.563,3,1.369
7/23/22,4,S2,0.654,51.526,6.754,1.121,3.757,1.096
7/23/22,2,S1,0.638,48.802,10.37,0.743,4.235,0.809
7/23/22,3,S1,0.632,48.382,10.465,0.75,5.05,0.806
7/23/22,3,S2,0.648,51.01,6.692,0.757,4.681,0.948
7/24/22,2,S3,1.034,53.528,3.29,0.59,3.956,1.435
7/24/22,4,S2,0.652,51.635,6.686,1.17,3.728,1.092
7/24/22,2,S11,0.966,8.085,1.788,24.315,0.524,0.159
7/24/22,2,S1,0.641,48.886,10.661,0.681,4.231,0.802
7/24/22,3,S3,0.99,52.85,3.406,0.564,3.12,1.367
7/24/22,4,S1,0.635,48.492,8.534,1.558,3.758,0.952
7/24/22,2,S12,1.388,13.71,1.668,27.6,1.001,0.315
7/24/22,3,S1,0.633,48.245,10.118,0.846,5.027,0.804
7/24/22,3,S2,0.643,50.974,6.692,0.759,4.626,0.946
7/24/22,4,S3,0.989,53.46,4,0.752,3.59,1.443
7/24/22,2,S2,0.671,51.608,6.745,0.764,4.219,0.959
7/25/22,2,S1,0.643,48.815,10.378,0.797,4.222,0.802
7/25/22,4,S11,0.996,8.73,1.122,26.17,0.691,0.184
7/25/22,3,S1,0.626,48.343,9.947,0.911,5.051,0.807
7/25/22,4,S2,0.654,51.558,6.672,1.215,3.698,1.089
7/25/22,4,S12,1.4,13.907,1.27,27.953,1.224,0.332
7/25/22,4,S3,0.983,53.957,4.004,0.698,3.553,1.448
7/25/22,4,S1,0.633,48.393,8.772,1.624,3.817,0.905
7/25/22,2,S3,1.036,53.38,3.26,0.552,3.972,1.42
7/25/22,3,S2,0.64,50.858,6.671,0.742,4.601,0.946
7/25/22,2,S2,0.666,51.678,6.697,0.734,4.258,0.951
7/25/22,3,S3,0.986,52.87,3.376,0.581,3.099,1.363
7/26/22,4,S1,0.635,48.438,8.772,1.564,3.763,0.932
7/26/22,4,S11,0.997,8.764,1.154,26.468,0.681,0.189
7/26/22,2,S3,1.025,53.503,3.249,0.62,3.949,1.424
7/26/22,3,S3,0.976,52.869,3.334,0.593,3.09,1.369
7/26/22,3,S1,0.628,48.315,10.055,0.862,5.06,0.806
7/26/22,2,S1,0.642,48.601,10.232,0.784,4.19,0.798
7/26/22,4,S2,0.654,51.51,6.694,1.134,3.736,1.097
7/26/22,4,S3,0.99,54.075,4.034,0.76,3.474,1.441
7/26/22,2,S2,0.665,51.433,6.709,0.738,4.227,0.953
7/26/22,3,S2,0.641,51.047,6.685,0.766,4.665,0.948
7/26/22,4,S12,1.402,13.942,1.178,27.552,1.205,0.332
7/27/22,4,S1,0.632,48.504,8.326,1.688,3.803,0.893
7/27/22,3,S11,0.99,8.248,1.702,24.24,0.699,0.166
7/27/22,3,S2,0.645,51.221,6.626,0.783,4.681,0.958
7/27/22,2,S3,1.027,53.037,3.29,0.628,3.907,1.422
7/27/22,4,S12,1.4,13.875,1.154,28.06,1.224,0.332
7/27/22,3,S3,0.975,52.73,3.345,0.583,3.012,1.371
7/27/22,3,S1,0.625,48.294,10.018,0.82,5.008,0.804
7/27/22,2,S1,0.645,48.456,10.286,0.778,4.185,0.798
7/27/22,4,S2,0.652,51.6,6.756,1.223,3.811,1.105
7/27/22,3,S12,1.393,14.09,1.302,27.97,1.17,0.323
7/27/22,4,S11,1.004,8.735,1.178,26.02,0.685,0.184
7/27/22,2,S2,0.671,51.406,6.688,0.731,4.241,0.949
7/27/22,4,S3,0.989,53.908,4.072,0.735,3.562,1.445
7/28/22,4,S3,0.993,54.038,4.05,0.746,3.563,1.451
7/28/22,4,S1,0.629,48.392,8.379,1.643,3.831,0.843
7/28/22,2,S3,1.025,53.59,3.307,0.622,3.981,1.425
7/28/22,3,S3,0.971,52.88,3.13,0.631,3.022,1.375
7/28/22,2,S2,0.665,51.479,6.712,0.735,4.248,0.954
7/28/22,3,S1,0.627,48.372,10.352,0.788,5.045,0.805
7/28/22,2,S12,1.33,13.89,1.582,26.88,0.985,0.322
7/28/22,3,S2,0.639,50.972,6.766,0.776,4.67,0.948
7/28/22,2,S1,0.64,48.832,10.495,0.735,4.213,0.8
7/28/22,4,S2,0.654,51.509,6.674,1.237,3.731,1.095
7/29/22,3,S3,0.974,52.953,3.422,0.606,3.034,1.367
7/29/22,4,S1,0.634,48.4,8.741,1.587,3.949,0.748
7/29/22,2,S11,0.964,8.062,1.818,23.475,0.528,0.16
7/29/22,4,S3,0.974,52.54,4.146,0.817,3.528,1.435
7/29/22,3,S2,0.641,51.193,6.567,0.753,4.589,0.952
7/29/22,2,S1,0.65,48.546,10.409,0.744,4.206,0.797
7/29/22,2,S2,0.668,51.234,6.713,0.732,4.206,0.937
7/29/22,2,S12,1.38,13.655,1.574,27.795,1.015,0.314
7/29/22,2,S3,1.02,53.41,3.306,0.621,3.919,1.415
7/29/22,3,S1,0.63,48.453,10.502,0.741,5.074,0.807
7/30/22,2,S1,0.639,48.521,9.956,0.875,4.179,0.798
7/30/22,3,S1,0.63,48.35,10.115,0.783,5.013,0.804
7/30/22,2,S2,0.666,51.503,6.769,0.746,4.271,0.955
7/30/22,2,S3,1.029,53.517,3.347,0.588,3.922,1.428
7/30/22,4,S1,0.633,48.572,8.675,1.606,3.79,0.922
7/30/22,4,S3,0.986,53.552,4.059,0.791,3.542,1.437
7/30/22,3,S2,0.641,50.855,6.684,0.784,4.615,0.945
7/30/22,4,S12,1.408,13.965,1.143,27.685,1.158,0.333
7/30/22,2,S12,1.383,13.605,1.536,28.245,0.992,0.315
7/30/22,2,S11,0.968,8.02,1.762,23.81,0.527,0.158
7/30/22,4,S11,1.001,8.637,1.211,25.9,0.673,0.185
7/30/22,3,S3,0.973,52.953,3.401,0.626,3.051,1.368
7/31/22,2,S11,0.963,8.217,1.85,24.25,0.536,0.166
7/31/22,4,S2,0.642,51.318,6.677,1.136,3.638,1.092
7/31/22,2,S3,1.028,53.537,3.355,0.62,3.993,1.424
7/31/22,4,S1,0.631,47.926,8.272,1.615,3.733,0.933
7/31/22,3,S3,0.965,52.95,3.31,0.588,2.886,1.38
7/31/22,2,S2,0.663,51.747,6.83,0.746,4.34,0.98
7/31/22,3,S2,0.633,50.51,6.618,0.761,4.539,0.934
7/31/22,2,S1,0.633,48.726,9.976,0.879,4.196,0.802
7/31/22,3,S1,0.628,48.288,9.599,0.722,4.921,0.801
8/1/22,2,S12,1.372,13.862,1.576,28.134,1.012,0.318
8/1/22,2,S2,0.656,51.75,6.793,0.717,4.231,0.968
8/1/22,4,S12,1.392,13.877,1.163,27.322,1.193,0.329
8/1/22,4,S11,1,8.715,1.146,27.01,0.678,0.185
8/1/22,4,S3,0.988,54.02,4.078,0.751,3.495,1.449
8/1/22,3,S2,0.641,50.98,6.683,0.808,4.591,0.959
8/1/22,3,S1,0.629,48.238,10.216,0.936,5.055,0.806
