num,YEAR,CONTNUM,VESSEL,Start_Loading,End_Loading,DAYS,LAB3,LP-cobalt,DP-cobalt,LP-silica,DP-silica,LP-alumina,DP-alumina,LP-moisture,DP-moisture,LP-TONNAGE,DP-TONNAGE
832,2020,21,ZHONG CHANG HONG SHENG,2020-07-14,2020-07-20,6,CCIC,0.64,0.64,51.35999999999999,51.019999999999996,6.18,6.32,31.22,31.77,55350.0,
840,2020,29,BAO GRAND,2020-07-11,2020-07-28,17,COTECNA,1.6,1.6,18.64,18.81,1.41,,33.51,33.51,56700.0,
833,2020,22,YANGTZE DAWN,2020-07-11,2020-07-17,6,SGS,0.62,0.62,51.0,51.67,6.460000000000001,6.460000000000001,31.39,31.369999999999997,54500.0,
834,2020,23,GREAT SPRING,2020-07-10,2020-07-17,7,,0.64,,50.080000000000005,,6.64,,31.830000000000002,,59820.0,
837,2020,26,HEILAN SONG,2020-07-09,2020-07-14,5,SGS,0.8099999999999999,0.7799999999999999,49.220000000000006,50.11,6.3,6.419999999999999,35.13,34.58,53950.0,
828,2020,17,MELODY FAIR,2020-07-05,2020-07-11,6,CCIC,0.8500000000000001,0.8500000000000001,49.18,49.1,6.39,6.5,35.58,35.5,58975.0,
831,2020,20,KANG SHUN,2020-07-03,2020-07-09,6,COTECNA,0.8,0.77,49.76,51.04,6.34,6.4,34.52,34.54,54120.0,
829,2020,18,TCLC QUANZHOU,2020-07-01,2020-07-08,7,SGS,0.8200000000000001,0.77,50.39,50.89,6.23,6.43,33.879999999999995,33.2,57600.0,
830,2020,19,ERACLEA,2020-06-28,2020-07-05,7,,0.62,,51.53,,6.17,,30.28,,53028.0,
827,2020,16,FLC FORTUNE,2020-06-26,2020-07-02,6,,0.88,,50.33,,6.2700000000000005,,35.57,,51880.0,
819,2020,8,PACIFIC ABILTY,2020-06-23,2020-06-30,7,,0.8699999999999999,,50.6,,6.1899999999999995,,35.35,,59500.0,
818,2020,7,SUNNY HOPE,2020-06-20,2020-06-26,6,,0.86,,50.739999999999995,,6.08,,34.73,,56771.0,
826,2020,15,BAO WINNING,2020-06-18,2020-06-23,5,SGS,0.61,0.61,51.1,52.39,6.22,6.64,31.89,31.35,49800.0,
825,2020,14,DATO SUCCESS,2020-06-13,2020-06-23,10,SGS,0.63,0.61,51.39,52.31,6.21,6.61,31.11,30.79,54850.0,
824,2020,13,PAN RAPIDO,2020-06-11,2020-06-20,9,,0.61,,51.470000000000006,,6.35,,31.319999999999997,,55550.0,
813,2020,2,BULK PARAISO,2020-06-09,2020-06-18,9,,0.7100000000000001,,49.55,,7.539999999999999,,31.330000000000002,,52010.0,
817,2020,6,NOBLE HALO,2020-06-06,2020-06-12,6,CCIC,0.8500000000000001,0.83,50.72,50.64999999999999,6.32,6.12,33.92,33.989999999999995,54600.0,
820,2020,9,BULK PERU,2020-06-04,2020-06-09,5,COTECNA,0.67,0.65,51.49,51.68000000000001,6.43,6.38,31.28,31.69,56438.0,
816,2020,5,KIRWAN,2020-06-02,2020-06-06,4,CCIC,0.8,0.7799999999999999,52.03,51.88,6.34,6.45,31.85,32.04,51720.0,
812,2020,1,JIN YUAN,2020-05-28,2020-06-04,7,CCIC,0.83,0.8200000000000001,50.980000000000004,50.93,6.4,6.5,32.65,32.48,54000.0,
821,2020,10,BEAUTY LILY,2020-05-26,2020-06-02,7,CCIC,0.6799999999999999,0.64,51.76,51.13999999999999,6.58,6.7,30.130000000000003,30.45,60500.0,
815,2020,4,IKAN SELIGI,2020-05-22,2020-05-26,4,,0.83,,51.07000000000001,,6.41,,33.42,,54472.0,
823,2020,12,DARYA LAKSHMI,2020-05-19,2020-05-22,3,COTECNA,0.66,0.63,50.22,50.019999999999996,8.219999999999999,7.82,30.680000000000003,30.320000000000004,54015.0,
814,2020,3,BAO PROSPER,2020-05-14,2020-05-18,4,COTECNA,0.8,0.8,51.4,51.28,6.421000000000002,6.21,32.550000000000004,32.89,55500.0,
822,2020,11,CHANG HANG BIN HAI,2020-05-08,2020-05-13,5,COTECNA,0.63,0.61,48.53,48.8,10.86,9.49,28.85558866190746,29.4,56280.0,
811,2019,70,EM RUBY,2019-10-17,2019-10-24,7,,0.86,,50.68,,6.25,,32.629999999999995,,53380.0,
806,2019,65,JIA YONG SHAN,2019-10-17,2019-10-22,5,,0.61,,51.970000000000006,,6.15,,27.38,,55500.0,
809,2019,68,YIN LU,2019-10-16,2019-10-23,7,,0.6,,50.55,,6.5,,32.550000000000004,,46800.0,
804,2019,63,BULK PHOENIX,2019-10-14,2019-10-20,6,,0.86,,50.029999999999994,,6.1899999999999995,,35.120000000000005,,54700.0,
798,2019,57,YIN SHUN,2019-10-09,2019-10-16,7,,0.63,,49.09,,8.46,,28.92,,52220.0,
795,2019,54,DAISY OCEAN,2019-10-09,2019-10-16,7,,0.8699999999999999,,49.81,,6.35,,35.0,,54900.0,
800,2019,59,SHENG XING HAI,2019-10-08,2019-10-13,5,,0.63,,48.64,,9.16,,28.610000000000003,,55450.0,
802,2019,61,RUI NING 3,2019-10-03,2019-10-10,7,,0.66,,50.54,,6.25,,30.740000000000002,,51710.0,
797,2019,56,JIU HUA HAI,2019-10-03,2019-10-08,5,,0.6799999999999999,,48.53,,8.62,,28.689999999999998,,51360.0,
792,2019,51,ZHE HAI 526,2019-10-02,2019-10-07,5,,0.62,,48.38,,9.1,,28.349999999999998,,55550.0,
785,2019,44,GREAT CENTURY,2019-09-27,2019-10-03,6,,0.66,,48.51,,8.84,,28.4,,59930.0,
786,2019,45,YUE DIAN 52,2019-09-25,2019-09-29,4,,0.8099999999999999,,49.24,,6.710000000000001,,34.48,,55200.0,
783,2019,42,YIN NING,2019-09-24,2019-09-30,6,,0.6,,48.29,,8.94,,27.650000000000002,,52900.0,
779,2019,38,JY VALENTIA,2019-09-23,2019-09-27,4,,0.62,,48.77,,7.9399999999999995,,30.270000000000003,,55600.0,
776,2019,35,NAN FENG JIN AN,2019-09-19,2019-09-22,3,,0.6,,48.309999999999995,,8.38,,28.96,,51200.0,
766,2019,25,LANKA JAYA,2019-09-17,2019-09-22,5,,0.61,,49.1,,749.0,,30.320000000000004,,43600.0,
775,2019,34,YUE DIAN 57,2019-09-15,2019-09-19,4,,0.6,,48.82,,8.02,,28.89,,55000.0,
770,2019,29,ASL MERCURY,2019-09-14,2019-09-18,4,,0.8699999999999999,,49.21,,6.13,,34.9,,54850.0,
772,2019,31,BULK PHOENIX,2019-09-09,2019-09-25,16,,0.83,,48.42,,6.510000000000001,,34.68,,54720.0,
767,2019,26,CHANG HANG HUI HAI,2019-09-08,2019-09-14,6,,0.63,,49.220000000000006,,7.61,,31.1,,55680.0,
764,2019,23,AMBER BEVERLY,2019-09-07,2019-09-12,5,,0.72,,49.370000000000005,,8.05,,30.4,,51800.0,
763,2019,22,E TRADER,2019-09-03,2019-09-08,5,,1.6400000000000001,,15.160000000000002,,0.98,,33.129999999999995,,55250.0,
751,2019,10,PAN CROCUS,2019-08-28,2019-09-03,6,,0.6,,49.1,,8.39,,30.049999999999997,,55600.0,
756,2019,15,PACIFIC AWARD,2019-08-25,2019-09-01,7,,0.84,,49.84,,6.4799999999999995,,32.32,,59080.0,
744,2019,3,CARINA OCEAN,2019-08-23,2019-08-28,5,,0.66,,49.13,,8.290000000000001,,30.580000000000002,,57200.0,55405.0
749,2019,8,MANDARINE EAGLE,2019-08-23,2019-08-27,4,,0.8500000000000001,,48.82,,6.4799999999999995,,34.2,,55370.0,55400.0
742,2019,1,NEWSEAS JASPER,2019-08-21,2019-08-24,3,,0.66,,49.53,,7.9,,30.5,,54820.0,44909.0
810,2019,69,RUI NING 2,2019-08-14,2019-08-18,4,SGS,1.73,1.77,14.7,14.87,0.98,,31.8,,51800.0,
799,2019,58,BBG CONFIDENCE,2019-08-12,2019-08-16,4,SGS,0.61,0.6,49.24,49.769999999999996,8.12,8.68,28.88,,58850.0,
781,2019,40,TAI HUNTER,2019-08-09,2019-08-22,13,SGS,0.8099999999999999,0.7799999999999999,49.2,49.309999999999995,6.4399999999999995,7.23,34.22,,54215.0,
791,2019,50,BAO GRAND,2019-08-07,2019-08-11,4,CCIC,0.88,0.88,49.34,49.15,6.4,6.460000000000001,35.870000000000005,,55920.0,
793,2019,52,K SPINEL,2019-08-06,2019-08-10,4,COTECNA,0.88,0.9400000000000001,49.370000000000005,50.1,6.17,6.25,35.22,,58550.0,
788,2019,47,PAN RAPIDO,2019-08-02,2019-08-06,4,CCIC,0.89,0.9199999999999999,49.61,49.53,5.74,5.680000000000001,37.78,38.12,54980.0,
758,2019,17,JIN YI,2019-08-02,2019-08-06,4,SGS,0.8200000000000001,0.7799999999999999,49.98,50.529999999999994,6.140000000000001,6.2,33.81,,54200.0,
790,2019,49,RUI NING 7,2019-07-27,2019-07-30,3,CCIC,0.9299999999999999,0.9199999999999999,49.78,49.85,5.7299999999999995,6.01,36.38,36.51,51705.0,
794,2019,53,JY VALDIVIA,2019-07-24,2019-07-30,6,CCIC,0.8500000000000001,0.84,49.57,49.58,6.45,6.550000000000001,35.63,35.620000000000005,55560.0,
789,2019,48,BBG CONFIDENCE,2019-07-18,2019-07-25,7,CCIC,0.88,0.8999999999999999,49.16,49.03,6.45,6.5600000000000005,35.089999999999996,35.15,60500.0,
761,2019,20,CHANG HANG PU HAI,2019-07-18,2019-07-25,7,COTECNA,0.86,0.8999999999999999,49.21,49.14,5.9799999999999995,6.140000000000001,35.13,35.370000000000005,56247.0,
771,2019,30,ZHE HAI 363,2019-07-18,2019-07-23,5,CCIC,0.8500000000000001,0.8699999999999999,48.63,48.6,6.370000000000001,6.800000000000001,34.949999999999996,35.14,55700.0,
782,2019,41,XIN HAI TONG 15,2019-07-13,2019-07-21,8,SGS,0.8,0.79,49.35,49.419999999999995,6.800000000000001,7.16,34.64,34.760000000000005,50800.0,
759,2019,18,MEDI VALENCIA,2019-07-08,2019-07-18,10,SGS,0.83,0.8,48.65,48.94,6.260000000000001,6.370000000000001,34.75,34.48,54300.0,
796,2019,55,XIN AN YUAN,2019-07-08,2019-07-17,9,CCIC,0.9199999999999999,0.91,49.480000000000004,49.4,6.0,6.05,34.510000000000005,34.58,54000.0,
762,2019,21,RUI NING 5,2019-07-08,2019-07-17,9,COTECNA,0.8099999999999999,0.8500000000000001,49.11,49.02,6.069999999999999,6.2700000000000005,34.25,34.73,51520.0,
787,2019,46,PACIFIC ACTIVITY,2019-06-30,2019-07-07,7,CCIC,0.8,0.83,49.71,49.559999999999995,6.38,6.7,33.87,33.660000000000004,60500.0,
748,2019,7,SILVIA AMBITION,2019-06-30,2019-07-04,4,SGS,0.8090909090909091,0.77,50.4,50.480000000000004,6.4799999999999995,6.4399999999999995,33.589999999999996,33.71,54916.0,51603.0
747,2019,6,YIN PING,2019-06-29,2019-07-05,6,SGS,0.808,0.77,50.44,50.46000000000001,6.279999999999999,6.18,33.050000000000004,33.33,51700.0,57152.0
774,2019,33,FLC WEALTH,2019-06-23,2019-06-26,3,SGS,1.68,1.59,15.0,15.55,0.96,,33.29,33.29,54900.0,
777,2019,36,BAO FENG,2019-06-18,2019-06-22,4,INTERTEK,0.8200000000000001,0.77,48.5,47.99,6.47,7.04,33.92,33.129999999999995,57000.0,
750,2019,9,DAYANG ORIENT,2019-06-18,2019-06-21,3,CCIC,0.8200000000000001,0.79,49.89,49.7,6.460000000000001,6.68,33.67,33.019999999999996,55182.0,51760.0
773,2019,32,EM SAPPHIRE,2019-06-08,2019-06-14,6,CCIC,0.8,0.8099999999999999,49.16,49.14,6.819999999999999,6.6000000000000005,32.96,32.86,53200.0,
755,2019,14,GREAT SPRING,2019-06-05,2019-06-14,9,CCIC,0.8,0.77,49.57,49.86,6.7299999999999995,6.619999999999999,32.940000000000005,32.86,59920.0,
752,2019,11,MEDI AERO,2019-05-31,2019-06-12,12,SGS,0.8099999999999999,0.73,50.61,49.75,6.3100000000000005,6.2700000000000005,32.99,32.519999999999996,56100.0,54139.0
805,2019,64,RUI NING 3,2019-05-30,2019-06-08,9,COTECNA,0.83,0.86,50.19,49.769999999999996,6.419999999999999,6.43,32.24,32.269999999999996,51910.0,
807,2019,66,BAO WINNING,2019-05-29,2019-06-05,7,SGS,0.63,0.62,50.94,51.71,6.12,6.75,32.28,32.15,49800.0,
808,2019,67,CHANG SHUN II,2019-05-26,2019-05-31,5,SGS,0.8200000000000001,0.77,50.71,51.64,6.45,6.22,32.24,31.8,54650.0,
757,2019,16,CHANG SHUN II,2019-05-26,2019-05-29,3,COTECNA,0.8099999999999999,0.8099999999999999,49.39,49.3,6.5,6.41,32.12,32.029999999999994,55100.0,
778,2019,37,JOSCO TAICANG,2019-05-22,2019-05-27,5,SGS,1.7999999999999998,1.76,13.639999999999999,13.76,0.8500000000000001,1.08,31.97,31.4,57215.0,
760,2019,19,CHANG HANG BIN HAI,2019-05-20,2019-05-24,4,CCIC,0.62,0.61,49.05,49.01,8.780000000000001,8.200000000000001,30.18,30.31,56000.0,
769,2019,28,RUI NING 5,2019-05-17,2019-05-22,5,CCIC,0.66,0.64,48.92,48.57,7.739999999999999,7.870000000000001,30.98,30.37,43750.0,
743,2019,2,JOSCO CHANG ZHOU,2019-05-16,2019-05-20,4,CCIC,0.6569999999999999,0.63,49.48799999999999,49.53,7.95,,30.380000000000003,31.380000000000003,56900.0,52053.0
803,2019,62,FLC LONGEVITY,2019-05-06,2019-05-12,6,SGS,0.67,0.65,50.970000000000006,52.12,6.36,6.859999999999999,30.54,30.18,55100.0,
801,2019,60,YIN SHUN,2019-05-06,2019-05-12,6,SGS,0.6799999999999999,0.65,49.54,50.31,7.76,8.200000000000001,30.44,30.25,52000.0,
746,2019,5,ZHONG CHANG HONG SENG,2019-05-04,2019-05-09,5,CCIC,0.66,0.64,49.21,49.07,8.5,9.08,29.07,30.099999999999998,55100.0,54904.0
765,2019,24,LAN HAI SHENG HUI,2019-04-30,2019-05-05,5,CCIC,0.598,0.5700000000000001,49.2,50.19,7.61,8.03,29.64,29.270000000000003,55227.0,
745,2019,4,PACIFIC MERIT,2019-04-29,2019-05-04,5,CCIC,0.69,0.67,49.11,49.220000000000006,7.9799999999999995,8.39,29.45,29.060000000000002,60500.0,
784,2019,43,JY VALENTIA,2019-04-28,2019-05-05,7,COTECNA,0.63,0.72,48.3,49.59,9.19,,28.749999999999996,29.060000000000002,55200.0,
768,2019,27,PACIFIC CONSTANT,2019-04-22,2019-04-30,8,CCIC,0.64,0.65,49.04,48.94,8.469999999999999,9.26,29.099999999999998,29.03,60100.0,
753,2019,12,BULK PHOENIX,2019-04-21,2019-04-28,7,CCIC,0.6799999999999999,0.6799999999999999,49.03,48.85,9.48,8.83,28.04,28.139999999999997,54300.0,
754,2019,13,YIN PING,2019-04-13,2019-04-22,9,CCIC,0.67,0.69,49.1,50.01,8.68,9.1,28.22,28.060000000000002,51950.0,
780,2019,39,BEIJING VENTURE,2019-04-13,2019-04-20,7,CCIC,0.63,0.66,48.42,48.94,9.21,9.69,27.26,27.85,51676.0,
724,2018,41,YUAN TENG A,2018-10-20,2018-10-27,7,,0.84,,48.84,,6.52,,34.52,,52094.0,
741,2018,58,KAI XUAN II,2018-10-19,2018-10-24,5,,0.83,,49.11,,6.15,,34.150000000000006,,48727.0,
740,2018,57,YUE DIAN 53,2018-10-11,2018-10-21,10,,0.83,,49.26,,6.13,,34.55,,55291.0,
736,2018,53,AMAMI K,2018-10-11,2018-10-19,8,,0.83,,49.120000000000005,,6.11,,35.04,,56644.0,
738,2018,55,ALAM SAYANG,2018-10-09,2018-10-17,8,,1.52,,16.150000000000002,,1.01,,33.78,,60050.0,
739,2018,56,ZHE HAI 525,2018-10-03,2018-10-11,8,,0.83,,49.21,,6.2700000000000005,,33.56,,54750.0,
737,2018,54,PACIFIC WEALTH,2018-10-02,2018-10-10,8,SGS-CHINA,1.72,1.72,14.84,15.440000000000001,0.95,,33.12,33.12,61450.0,61450.0
734,2018,51,GREAT CENTURY,2018-09-29,2018-10-07,8,,0.84,,49.16,,6.4,,34.55,,60278.0,
735,2018,52,E TRACER,2018-09-25,2018-10-03,8,,1.53,,19.73,,1.38,,35.02,,54834.0,
733,2018,50,NEWSEAS PEARL,2018-09-23,2018-10-02,9,,0.8099999999999999,,49.07,,6.09,,34.08,,51300.0,
727,2018,44,TOPAZ HALO,2018-09-22,2018-09-29,7,,0.8699999999999999,,49.04,,6.2,,34.760000000000005,,53924.0,
732,2018,49,MEDI HAKATA,2018-09-19,2018-09-25,6,,0.72,,48.9,,7.85,,31.8,,56655.0,
725,2018,42,AMOY DREAM A,2018-09-15,2018-09-23,8,,1.7399999999999998,,16.35,,1.09,,34.67,,55480.0,
730,2018,47,BBG CONFIDENCE,2018-09-13,2018-09-19,6,,0.89,,48.559999999999995,,6.63,,35.17,,60500.0,
728,2018,45,PACIFIC WEALTH,2018-09-09,2018-09-15,6,,0.86,,49.02,,6.4799999999999995,,34.57,,61800.0,
731,2018,48,CHANG HANG CANG HAI,2018-09-07,2018-09-15,8,,0.69,,49.47,,7.829999999999999,,31.080000000000002,,55780.0,
729,2018,46,YANGTZE DAWN,2018-09-05,2018-09-09,4,CCIC-CHINA,0.8699999999999999,0.86,49.53,49.4,6.5,6.5,34.300000000000004,34.53,55000.0,55005.0
723,2018,40,XING SHOU HAI,2018-09-03,2018-09-07,4,,0.7000000000000001,,49.45,,7.7,,31.879999999999995,,59350.0,
720,2018,37,JIN YUN,2018-08-31,2018-09-04,4,,0.8500000000000001,,48.92,,6.1899999999999995,,35.38,,54850.0,
719,2018,36,BBG CONFIDENCE,2018-08-26,2018-08-31,5,,0.83,,48.86,,6.59,,33.07,,60500.0,
721,2018,38,MARITIME SETOSHIO A,2018-08-25,2018-09-01,7,,1.76,,17.93,,1.2,,34.870000000000005,,54600.0,
722,2018,39,MEDI PORTLAND,2018-08-21,2018-08-27,6,,0.64,,50.21,,7.61,,29.970000000000002,,58850.0,
708,2018,25,JOSCO FUZHOU,2018-08-19,2018-08-26,7,COTECNA-CHINA,0.84,0.8500000000000001,49.519999999999996,49.220000000000006,6.39,6.32,33.15,33.75,57200.0,57200.0
717,2018,34,OCEAN VENDOR,2018-08-17,2018-08-25,8,,0.83,,49.980000000000004,,6.35,,33.21,,55260.0,
726,2018,43,YUE DIAN 57,2018-08-14,2018-08-21,7,,0.86,,49.13,,6.34,,34.54,,55250.0,
718,2018,35,XING SHOU HAI,2018-08-12,2018-08-19,7,,0.8500000000000001,,49.99,,6.38,,35.31,,59100.0,
716,2018,33,QING PING SHAN,2018-08-11,2018-08-17,6,,0.8699999999999999,,49.61,,6.32,,35.010000000000005,,60500.0,
712,2018,29,ZHE HAI 525,2018-08-08,2018-08-14,6,,0.84,,49.07,,4.82,,35.120000000000005,,55000.0,
705,2018,22,ZHE HAI 522,2018-08-03,2018-08-11,8,CCIC-PHIL,0.6799999999999999,0.6799999999999999,49.730000000000004,49.830000000000005,8.28,,30.669999999999998,30.669999999999998,52270.0,
715,2018,32,BBG CONFIDENCE,2018-08-02,2018-08-10,8,,0.8699999999999999,,49.69,,6.1899999999999995,,35.72,,60500.0,
711,2018,28,TOPAZ HALO,2018-08-01,2018-08-07,6,,1.79,,15.2,,1.1199999999999999,,34.589999999999996,,54159.0,
704,2018,21,RUI NING 2,2018-07-29,2018-08-01,3,,0.65,,49.18,,9.180000000000001,,29.94,,52130.0,
714,2018,31,DATO LUCKY,2018-07-24,2018-07-30,6,,0.88,,49.19,,6.4399999999999995,,35.08,,55026.0,
703,2018,20,BULK GUATEMALA,2018-07-21,2018-07-27,6,,0.69,,49.59,,8.35,,29.48,,60000.0,
707,2018,24,ZHE HAI 526,2018-07-21,2018-07-26,5,,0.88,,49.36,,6.3,,35.010000000000005,,55250.0,
713,2018,30,QING PING SHAN,2018-07-18,2018-07-22,4,,0.8699999999999999,,49.88,,6.1899999999999995,,34.38,,60500.0,
710,2018,27,FU QUAN SHAN,2018-07-13,2018-07-21,8,,0.89,,49.980000000000004,,6.39,,34.54,,54790.0,
709,2018,26,MEDI HAKATA,2018-07-09,2018-07-17,8,CCIC-PHIL,1.81,1.78,16.939999999999998,16.86,1.43,,34.27,34.910000000000004,56660.0,
706,2018,23,AMBER CHAMPION,2018-07-08,2018-07-18,10,,0.88,,50.339999999999996,,6.2700000000000005,,34.38,,61600.0,
702,2018,19,SHENG AN HAI,2018-07-06,2018-07-13,7,,0.65,,50.07,,8.5,,30.42,,56300.0,
698,2018,15,BBG FOREVER,2018-07-03,2018-07-08,5,,0.86,,50.07,,6.47,,34.07,,60500.0,
701,2018,18,PACIFIC ACTIVITY,2018-06-30,2018-07-06,6,,0.67,,49.69,,8.309999999999999,,30.36,,61850.0,
700,2018,17,MANDARIN HANTONG,2018-06-27,2018-07-03,6,,1.8399999999999999,,18.04,,1.7000000000000002,,33.4,,55300.0,
697,2018,14,GOLD GEMINI,2018-06-25,2018-06-30,5,CCIC-CHINA,0.86,0.8699999999999999,49.95,49.59,6.18,6.370000000000001,36.980000000000004,37.88,50680.0,50685.0
696,2018,13,JIN YUN,2018-06-18,2018-06-23,5,,0.8500000000000001,,49.59,,6.3100000000000005,,36.24,,55200.0,
699,2018,16,MANDARIN NOBLE,2018-06-15,2018-06-19,4,,0.86,,50.32,,6.58,,35.410000000000004,,55460.0,
695,2018,12,ORIENTAL ANGEL,2018-06-09,2018-06-14,5,CCIC-CHINA,0.8699999999999999,0.86,50.3,49.75,6.36,6.45,35.260000000000005,35.55,58055.0,58055.0
694,2018,11,MEDI PORTLAND,2018-06-07,2018-06-12,5,CCIC-CHINA,0.8500000000000001,0.84,49.36,49.03,6.329999999999999,6.4799999999999995,35.68,35.42,58750.0,58753.0
692,2018,9,QING PING SHAN,2018-06-03,2018-06-08,5,,0.86,,50.12,,6.18,,36.01,,62100.0,
691,2018,8,JIN YUN,2018-05-31,2018-06-04,4,CCIC-CHINA,0.88,0.8500000000000001,50.17,49.64,6.1899999999999995,6.32,36.69,37.57,54900.0,54904.0
693,2018,10,MAGNUM FORTUNE,2018-05-24,2018-05-29,5,CCIC-CHINA,0.66,0.67,50.080000000000005,49.5,8.37,7.5600000000000005,30.11,31.2,51760.0,51760.0
690,2018,7,K GARNET,2018-05-21,2018-05-24,3,CCIC-CHINA,0.86,0.88,50.449999999999996,49.980000000000004,6.3,6.45,35.099999999999994,36.3,54135.0,54139.0
689,2018,6,BAO GLORY,2018-05-17,2018-05-19,2,CCIC-CHINA,0.8500000000000001,0.8500000000000001,50.029999999999994,49.41,6.7299999999999995,6.5,34.79,34.55,51600.0,51603.0
687,2018,4,JOSCO TAICANG,2018-05-08,2018-05-11,3,CCIC-CHINA,0.870909090909091,0.8699999999999999,49.83181818181818,49.66,5.96,5.9799999999999995,36.27,36.38,57150.0,57152.0
688,2018,5,ZHE HAI 363,2018-05-01,2018-05-07,6,COTECNA-CHINA,0.84,0.8500000000000001,49.559999999999995,49.2,6.279999999999999,,35.589999999999996,35.6,55400.0,55400.0
686,2018,3,MANDARIN TRADER,2018-04-25,2018-04-30,5,CCIC-CHINA,0.8200000000000001,0.8500000000000001,49.51,49.370000000000005,6.370000000000001,6.370000000000001,35.69,35.54,55400.0,55405.0
685,2018,2,RUI NING 6,2018-04-21,2018-04-26,5,CCIC-CHINA,0.89,0.89,48.76,48.8,6.18,6.1899999999999995,37.97,37.9,52050.0,52053.0
684,2018,1,JIN ZHOU,2018-04-11,2018-04-16,5,CCIC-CHINA,0.72,0.7100000000000001,49.44,49.059999999999995,7.539999999999999,7.5,33.776250000000005,33.78,44900.0,44909.0
677,2017,71,OCEAN VENDOR,2017-10-11,2017-10-18,7,CCIC-CHINA,0.84,0.8500000000000001,49.58,49.4,5.57,5.7299999999999995,36.919999999999995,37.72,54750.0,54753.0
675,2017,69,PACIFIC PRIDE,2017-10-07,2017-10-15,8,CCIC-CHINA,0.8699999999999999,0.8500000000000001,49.61,49.18,5.2,5.5,37.14,37.230000000000004,58660.0,58663.0
681,2017,75,TAI PING SHAN,2017-10-01,2017-10-06,5,CCIC-CHINA,0.6799999999999999,0.66,49.76,49.7,6.61,6.619999999999999,32.95,33.489999999999995,55200.0,55200.0
678,2017,72,YANGTZE JEWEL,2017-09-30,2017-10-12,12,CCIC-CHINA,0.8500000000000001,0.8200000000000001,49.480000000000004,49.669999999999995,5.13,5.6000000000000005,37.31,37.269999999999996,61450.0,61452.0
676,2017,70,SPRING COSMOS,2017-09-28,2017-10-07,9,CCIC-CHINA,0.8699999999999999,0.8500000000000001,48.55,48.64,5.67,6.04,37.330000000000005,38.129999999999995,61350.0,61353.0
683,2017,77,JIA RUN,2017-09-24,2017-10-16,22,CCIC,1.4500000000000002,1.43,20.26,20.75,1.7500000000000002,,36.96,36.9,55455.0,55455.0
682,2017,76,SANDPIPER,2017-09-22,2017-10-04,12,CCIC,1.3299999999999998,1.32,19.24,19.759999999999998,1.4200000000000002,,35.589999999999996,35.6,57000.0,57000.0
680,2017,74,AN YUAN,2017-09-20,2017-10-05,15,SGS-CHINA,0.8699999999999999,0.89,48.76,48.32,4.590000000000001,5.1499999999999995,37.31,37.3,54048.0,54060.0
674,2017,68,ALAM MUTIARA,2017-09-19,2017-09-28,9,CCIC-CHINA,0.8,0.8,49.55,49.39,6.4,6.54,35.43,35.49,59969.0,59971.8
679,2017,73,YI LONG SHAN,2017-09-18,2017-10-02,14,SGS-CHINA,0.91,0.9299999999999999,49.519999999999996,48.41,4.53,5.12,37.55,37.1,55000.0,55017.0
673,2017,67,HUAYANG LILY,2017-09-15,2017-09-29,14,CCIC-CHINA,0.8,0.8200000000000001,49.2,48.75,5.27,5.63,36.19,37.25,62000.0,62006.0
672,2017,66,MEDI HAKATA,2017-09-12,2017-09-20,8,CCIC-CHINA,0.86,0.86,49.27,48.93,5.25,5.76,36.24,36.32,56304.0,56304.0
668,2017,62,PACIFIC PRIDE,2017-09-11,2017-09-18,7,SGS-CHINA,0.84,0.8500000000000001,49.34,48.6,5.0,5.6899999999999995,36.46,36.38,58100.0,58109.0
671,2017,65,JIN YUN,2017-09-09,2017-09-15,6,CCIC-CHINA,0.88,0.89,49.68,49.28,4.6899999999999995,5.18,37.15,37.18,55590.0,55597.0
667,2017,61,PACIFIC VALOR,2017-09-06,2017-09-12,6,SGS-CHINA,0.91,0.9299999999999999,49.63,48.370000000000005,4.63,5.140000000000001,37.93,37.53,57990.0,57990.0
669,2017,63,OCEAN CARRIER,2017-09-05,2017-09-10,5,CCIC-CHINA,0.86,0.86,49.71,49.74,4.859999999999999,4.9399999999999995,36.9,37.01,55550.0,55552.7
670,2017,64,SPRING COSMOS,2017-09-02,2017-09-08,6,CCIC-CHINA,0.8500000000000001,0.86,49.309999999999995,48.57,4.859999999999999,5.2,37.22,37.169999999999995,61000.0,61007.0
666,2017,60,MANDARIN PHOENIX,2017-09-01,2017-09-05,4,SGS,0.86,0.8699999999999999,50.03999999999999,48.39,4.5,5.16,37.64,36.9,54900.0,54900.0
665,2017,59,JIN LI,2017-08-30,2017-09-18,19,CCIC-PHIL,1.44,1.4200000000000002,20.21,21.029999999999998,1.4000000000000001,,37.12,,49750.0,49750.0
663,2017,57,AMOY DREAM,2017-08-29,2017-09-05,7,CCIC-CHINA,0.69,0.7100000000000001,50.480000000000004,49.76,7.2700000000000005,7.000000000000001,30.740000000000002,29.79,55600.0,55603.0
662,2017,56,ORIENTAL ANGEL,2017-08-28,2017-09-03,6,CCIC-CHINA,0.69,0.66,50.72,51.06,6.97,7.1499999999999995,31.45,31.15,58090.0,58093.0
657,2017,51,MEDI OKINAWA,2017-08-26,2017-09-01,6,COTECNA-CHINA,0.88,0.8500000000000001,49.85,50.080000000000005,6.140000000000001,6.279999999999999,35.56,34.99,54450.0,54450.0
